day,date,time,operator,branch,driver,temperature,bill,pizzas,free_wine,got_wine,discount_customer
Wednesday,14-May-14,3.350.363.451,Melissa,East,Salvatore,6.122.900.705,31.3,4,0,0,0
Wednesday,14-May-14,3.476.047.064,Laura,West,Mario,638.674.735,53.8,2,0,0,0
Wednesday,14-May-14,3.437.776.172,Melissa,East,Mario,5.943.779.424,36.9,2,0,0,0
Wednesday,14-May-14,3.858.130.503,Melissa,Centre,Salvatore,5.359.643.758,41.7,3,0,0,0
Wednesday,14-May-14,3.784.984.166,Melissa,West,Mario,6.283.475.171,56.4,4,0,0,1
Wednesday,14-May-14,4.679.932.466,Laura,West,Salvatore,6.332.162.493,41.9,2,1,1,0
Wednesday,14-May-14,4.177.107.882,Melissa,East,Mario,6.760.212.696,33,3,1,1,0
Wednesday,14-May-14,2.894.617.982,Laura,West,Mario,6.805.353.126,21,1,0,0,0
Wednesday,14-May-14,3.744.286.659,Melissa,West,Salvatore,4.325.446.617,48.4,11,0,0,0
Wednesday,14-May-14,3.972.107.925,Laura,East,Mario,6.382.540.822,31.1,1,0,0,0
Wednesday,14-May-14,3.609.586.534,Laura,Centre,Mario,6.139.450.562,38.8,3,0,0,0
Wednesday,14-May-14,2.794.963.057,Laura,West,Mario,6.629.078.883,39.3,5,0,0,1
Wednesday,14-May-14,4.044.330.878,Laura,Centre,Salvatore,6.193.541.545,44.5,6,1,1,0
Thursday,15-May-14,1.973.821.649,Laura,East,Bruno,7.759.543.476,12.8,1,0,0,0
Thursday,15-May-14,3.284.259.963,Laura,Centre,Mario,6.430.682.937,48.7,3,0,0,0
Thursday,15-May-14,3.264.064.824,Laura,West,Bruno,6.108.388.292,32.3,1,0,0,0
Thursday,15-May-14,4.624.096.432,Laura,Centre,Mario,5.923.818.434,52.5,7,1,1,0
Thursday,15-May-14,2.694.485.269,Melissa,Centre,Mario,6.672.652.354,42.2,3,0,0,0
Thursday,15-May-14,3.637.972.212,Melissa,West,Salvatore,6.732.509.541,34.4,2,0,0,0
Thursday,15-May-14,3.973.453.523,Laura,West,Salvatore,6.142.929.337,49.2,5,0,0,0
Thursday,15-May-14,38.948.032,Laura,West,Bruno,5.727.984.286,56.5,2,0,0,0
Thursday,15-May-14,2.970.516.543,Laura,East,Bruno,6.187.009.832,44.5,2,0,0,0
Thursday,15-May-14,3.850.738.045,Laura,Centre,Mario,7.061.465.095,23.6,2,0,0,0
Thursday,15-May-14,2.726.014.021,Melissa,Centre,Bruno,735.348.812,29.2,2,0,0,1
Thursday,15-May-14,4.278.521.824,Laura,West,Salvatore,5.212.937.374,52.5,4,1,1,0
Thursday,15-May-14,3.480.403.743,Melissa,East,Mario,6.378.835.936,24.9,2,0,0,0
Thursday,15-May-14,3.886.745.359,Laura,Centre,Salvatore,5.674.996.914,51.4,2,0,0,1
Thursday,15-May-14,3.666.636.794,Melissa,Centre,Salvatore,6.183.459.439,40.8,6,0,0,0
Thursday,15-May-14,3.815.232.235,Melissa,Centre,Bruno,6.004.866.286,46.9,2,0,0,0
Thursday,15-May-14,3.572.327.875,Laura,Centre,Mario,6.209.031.985,59.9,2,0,0,1
Thursday,15-May-14,5.117.208.951,Melissa,Centre,Mario,6.898.507.886,40.7,2,1,1,0
Thursday,15-May-14,3.195.945.999,Melissa,East,Salvatore,5.827.455.622,38.8,4,0,0,0
Thursday,15-May-14,3.189.661.501,Melissa,Centre,Bruno,6.405.026.459,39.7,2,0,0,1
Thursday,15-May-14,2.299.509.056,Laura,West,Mario,6.591.898.319,60.5,1,0,0,1
Thursday,15-May-14,2.480.434.823,Laura,East,Bruno,7.073.439.493,35.7,2,0,0,1
Thursday,15-May-14,2.027.700.631,Melissa,West,Bruno,7.230.022.945,20.7,3,0,0,0
Thursday,15-May-14,2.142.574.195,Laura,East,Mario,7.825.953.177,18,1,0,0,0
Thursday,15-May-14,2.840.533.669,Laura,Centre,Mario,6.580.946.813,44.1,4,0,0,0
Thursday,15-May-14,3.583.609.723,Melissa,West,Salvatore,6.015.268.985,30.5,2,0,0,1
Thursday,15-May-14,3.228.491.096,Laura,East,Bruno,5.553.812.898,34.3,3,0,0,0
Thursday,15-May-14,3.874.300.597,Laura,East,Mario,6.548.270.627,34.4,2,0,0,1
Thursday,15-May-14,3.286.014.052,Laura,Centre,Mario,6.000.833.046,37.5,2,0,0,1
Thursday,15-May-14,3.323.912.483,Laura,West,Salvatore,6.211.780.853,37.6,4,0,0,0
Thursday,15-May-14,3.952.672.356,Laura,East,Bruno,6.834.217.853,57.6,2,0,0,0
Thursday,15-May-14,300.452.255,Laura,West,Salvatore,6.419.643.283,34.1,1,0,0,0
Thursday,15-May-14,2.894.510.247,Melissa,West,Mario,5.145.507.559,33.5,4,0,0,0
Thursday,15-May-14,3.605.930.393,Melissa,West,Salvatore,6.622.157.635,48.9,6,0,0,0
Thursday,15-May-14,3.148.648.777,Laura,Centre,Mario,5.820.191.267,44.7,5,0,0,1
Thursday,15-May-14,3.572.337.992,Laura,Centre,Bruno,6.006.522.711,48,4,0,0,1
Thursday,15-May-14,3.817.039.352,Laura,West,Bruno,6.444.911.915,45.2,2,0,0,1
Friday,16-May-14,3.268.818.143,Melissa,East,Luigi,6.635.291.876,51.3,2,0,0,0
Friday,16-May-14,323.691.207,Laura,Centre,Salvatore,6.007.785.892,30.7,2,0,0,0
Friday,16-May-14,360.696.918,Melissa,West,Mario,6.193.450.531,53.1,4,0,0,0
Friday,16-May-14,3.371.753.113,Melissa,East,Bruno,6.674.026.047,50.1,3,0,0,0
Friday,16-May-14,4.173.238.249,Melissa,West,Salvatore,5.720.213.266,45.4,5,1,1,0
Friday,16-May-14,2.768.347.951,Laura,East,Luigi,733.821.524,32.4,2,0,0,1
Friday,16-May-14,2.551.679.563,Laura,West,Bruno,7.418.129.653,28.4,2,0,0,0
Friday,16-May-14,3.066.193.038,Melissa,Centre,Bruno,5.967.218.925,51.2,3,0,0,0
Friday,16-May-14,3.516.376.431,Melissa,Centre,Salvatore,5.036.467.533,50.1,3,0,0,1
Friday,16-May-14,353.953.872,Melissa,West,Bruno,5.418.407.695,50.4,4,0,0,1
Friday,16-May-14,3.920.927.674,Laura,Centre,Salvatore,5.921.979.067,53.7,3,0,0,0
Friday,16-May-14,3.223.529.423,Laura,East,Bruno,6.402.404.023,30.3,1,0,0,0
Friday,16-May-14,4.973.032.018,Laura,East,Mario,6.656.824.491,46.9,4,1,1,0
Friday,16-May-14,342.951.289,Laura,East,Mario,64.102.461,19.6,2,0,0,1
Friday,16-May-14,2.503.448.117,Melissa,East,Mario,7.271.522.173,52.5,2,0,0,0
Friday,16-May-14,3.398.576.306,Melissa,West,Salvatore,6.440.253.185,39.2,3,0,0,0
Friday,16-May-14,3.868.589.471,Laura,Centre,Bruno,4.978.357.956,54.9,8,0,0,0
Friday,16-May-14,3.845.576.966,Melissa,East,Luigi,7.464.919.767,34.5,3,0,0,0
Friday,16-May-14,2.752.305.033,Laura,East,Mario,6.835.624.723,47.7,6,0,0,0
Friday,16-May-14,3.431.370.729,Laura,Centre,Salvatore,6.043.034.944,48.4,3,0,0,0
Friday,16-May-14,376.072.847,Melissa,East,Mario,5.419.048.752,34.9,4,0,0,0
Friday,16-May-14,3.115.171.531,Melissa,Centre,Luigi,499.404.191,53.7,6,0,0,0
Friday,16-May-14,3.148.410.028,Melissa,West,Salvatore,6.200.921.676,45.6,7,0,0,0
Friday,16-May-14,3.604.961.737,Laura,Centre,Bruno,5.304.644.681,51.1,5,0,0,0
Friday,16-May-14,2.694.563.648,Melissa,East,Salvatore,8.028.268.435,30.4,1,0,0,1
Friday,16-May-14,3.079.092.571,Melissa,West,Mario,5.023.613.066,42.2,4,0,0,1
Friday,16-May-14,327.434.649,Melissa,East,Salvatore,6.157.614.708,51.3,2,0,0,1
Friday,16-May-14,3.173.343.321,Melissa,West,Salvatore,6.177.789.549,39.2,3,0,0,1
Friday,16-May-14,2.818.452.486,Melissa,East,Salvatore,6.925.124.756,37.4,4,0,0,0
Friday,16-May-14,4.623.579.153,Melissa,Centre,Bruno,5.355.743.995,63.5,4,1,1,0
Friday,16-May-14,3.799.476.486,Laura,West,Salvatore,6.344.287.832,39.7,6,0,0,0
Friday,16-May-14,4.635.360.949,Laura,Centre,Mario,59.704.989,45.9,4,1,1,0
Friday,16-May-14,3.498.389.992,Laura,West,Salvatore,6.605.614.933,51.1,2,0,0,1
Friday,16-May-14,3.299.495.654,Laura,Centre,Bruno,6.040.572.242,43.1,4,0,0,0
Friday,16-May-14,3.821.780.777,Melissa,West,Salvatore,5.119.882.721,41.8,4,0,0,1
Friday,16-May-14,2.767.909.617,Laura,Centre,Bruno,6.444.512.437,51.9,2,0,0,0
Friday,16-May-14,3.601.804.735,Melissa,Centre,Bruno,5.811.676.071,49.1,2,0,0,0
Friday,16-May-14,3.180.441.399,Laura,West,Luigi,6.407.165.444,51.8,4,0,0,0
Friday,16-May-14,3.144.878.119,Laura,West,Bruno,5.665.159.685,43.9,3,0,0,0
Friday,16-May-14,2.545.039.874,Melissa,East,Mario,6.515.248.944,39.8,2,0,0,0
Friday,16-May-14,3.830.544.086,Laura,West,Bruno,6.144.764.194,50.7,6,0,0,0
Friday,16-May-14,3.721.598.065,Melissa,West,Mario,6.298.483.575,46.3,8,0,0,0
Friday,16-May-14,3.381.172.791,Laura,Centre,Luigi,6.248.684.788,37.7,2,0,0,0
Friday,16-May-14,3.170.418.833,Melissa,East,Mario,6.578.685.018,49.2,2,0,0,0
Friday,16-May-14,3.863.241.355,Melissa,Centre,Bruno,6.090.586.531,38,6,0,0,0
Friday,16-May-14,3.080.226.225,Laura,East,Mario,62.598.445,50.7,2,0,0,0
Friday,16-May-14,3.056.442.734,Melissa,Centre,Mario,5.421.631.721,52.5,4,0,0,1
Friday,16-May-14,4.694.121.071,Laura,Centre,Bruno,6.555.532.247,59,4,1,1,0
Friday,16-May-14,2.032.885.012,Laura,East,Mario,7.721.346.555,27.4,1,0,0,0
Friday,16-May-14,2.636.949.415,Laura,East,Luigi,7.299.163.471,49.5,4,0,0,0
Friday,16-May-14,3.941.906.323,Laura,Centre,Mario,5.553.476.699,38.4,3,0,0,0
Friday,16-May-14,347.137.981,Melissa,East,Luigi,6.575.939.389,30.6,3,0,0,0
Friday,16-May-14,2.808.350.928,Melissa,West,Mario,6.671.554.881,31.8,2,0,0,0
Friday,16-May-14,4.130.104.622,Melissa,West,Bruno,5.242.262.923,70.1,5,1,1,0
Friday,16-May-14,3.962.425.669,Melissa,West,Salvatore,6.058.276.502,39.2,3,0,0,0
Friday,16-May-14,3.382.976.738,Laura,East,Salvatore,6.792.414.484,53.9,2,0,0,0
Saturday,17-May-14,3.130.318.497,Laura,West,Domenico,6.898.297.257,39,2,0,0,0
Saturday,17-May-14,3.364.167.605,Laura,West,Salvatore,6.177.636.462,41.2,1,0,0,1
Saturday,17-May-14,2.827.648.157,Melissa,East,Bruno,6.774.260.031,42.9,2,0,0,0
Saturday,17-May-14,3.999.104.228,Melissa,East,Salvatore,5.979.443.359,37.6,4,0,0,1
Saturday,17-May-14,3.072.510.368,Laura,East,Domenico,5.454.203.806,28,1,0,0,1
Saturday,17-May-14,3.611.700.844,Laura,East,Domenico,725.342.684,64.4,1,0,0,1
Saturday,17-May-14,194.474.654,Laura,East,Domenico,7.171.525.939,12.4,1,0,0,0
Saturday,17-May-14,3.666.098.419,Laura,West,Bruno,6.512.655.881,61.2,4,0,0,0
Saturday,17-May-14,2.478.541.626,Laura,East,Domenico,7.597.249.528,19.5,1,0,0,0
Saturday,17-May-14,4.453.889.448,Laura,Centre,Bruno,5.360.673.182,49.1,3,1,1,0
Saturday,17-May-14,3.609.669.498,Melissa,Centre,Luigi,6.169.219.444,49.7,2,0,0,0
Saturday,17-May-14,2.255.017.049,Laura,East,Domenico,7.818.409.754,21,1,0,0,0
Saturday,17-May-14,3.867.133.723,Laura,East,Luigi,6.581.677.414,38.3,5,0,0,0
Saturday,17-May-14,3.954.866.975,Laura,Centre,Bruno,6.369.462.476,40.1,3,0,0,0
Saturday,17-May-14,3.967.810.333,Melissa,West,Bruno,5.401.872.574,47.3,3,0,0,0
Saturday,17-May-14,3.467.300.783,Melissa,East,Luigi,5.883.082.911,35.4,2,0,0,0
Saturday,17-May-14,3.191.834.215,Melissa,Centre,Bruno,5.988.031.645,47.4,2,0,0,1
Saturday,17-May-14,2.415.069.218,Melissa,West,Luigi,641.319.524,41.4,4,0,0,0
Saturday,17-May-14,3.377.365.162,Melissa,West,Bruno,6.032.400.531,57.8,2,0,0,0
Saturday,17-May-14,3.944.589.467,Laura,East,Domenico,5.941.180.106,53.6,2,0,0,1
Saturday,17-May-14,3.970.351.846,Melissa,West,Luigi,6.461.274.699,39.7,2,0,0,0
Saturday,17-May-14,3.292.258.659,Melissa,West,Luigi,6.742.092.518,50.5,3,0,0,1
Saturday,17-May-14,335.766.614,Melissa,West,Mario,6.239.733.776,45.7,2,0,0,1
Saturday,17-May-14,2.452.638.038,Laura,East,Salvatore,630.747.854,40.9,3,0,0,0
Saturday,17-May-14,3.828.372.321,Melissa,West,Salvatore,6.242.323.215,53.5,4,0,0,0
Saturday,17-May-14,2.863.906.784,Laura,Centre,Luigi,683.009.344,58,3,0,0,0
Saturday,17-May-14,3.611.240.221,Melissa,Centre,Luigi,6.425.809.882,58.5,2,0,0,0
Saturday,17-May-14,444.678.826,Melissa,Centre,Bruno,6.076.132.328,48.2,6,1,1,0
Saturday,17-May-14,3.466.593.399,Melissa,West,Salvatore,6.571.381.437,47,2,0,0,0
Saturday,17-May-14,3.547.348.435,Laura,West,Bruno,6.465.914.695,50.4,2,0,0,0
Saturday,17-May-14,2.980.309.918,Laura,West,Luigi,650.068.262,45.7,5,0,0,0
Saturday,17-May-14,3.104.723.541,Laura,Centre,Domenico,6.563.451.685,31.7,4,0,0,0
Saturday,17-May-14,3.758.359.313,Melissa,East,Domenico,688.938.981,30.8,1,0,0,1
Saturday,17-May-14,3.948.833.019,Melissa,Centre,Bruno,6.132.828.659,50.1,5,0,0,0
Saturday,17-May-14,2.907.104.888,Melissa,East,Salvatore,637.807.374,59.2,3,0,0,1
Saturday,17-May-14,3.851.216.143,Melissa,West,Luigi,6.533.382.271,60.4,4,0,0,0
Saturday,17-May-14,3.955.914.226,Melissa,West,Salvatore,7.131.458.868,37.9,3,0,0,0
Saturday,17-May-14,4.453.852.166,Laura,West,Salvatore,6.028.169.631,41,4,1,1,0
Saturday,17-May-14,373.847.249,Melissa,East,Bruno,6.289.191.183,59.5,3,0,0,0
Saturday,17-May-14,3.368.990.373,Melissa,Centre,Bruno,7.179.555.337,46.4,2,0,0,0
Saturday,17-May-14,4.742.237.042,Melissa,Centre,Bruno,558.566.192,35.9,3,1,1,0
Saturday,17-May-14,385.100.406,Melissa,Centre,Bruno,535.200.831,50.2,3,0,0,0
Saturday,17-May-14,3.565.219.641,Melissa,West,Salvatore,6.557.370.462,36.7,3,0,0,0
Saturday,17-May-14,3.552.690.038,Melissa,East,Luigi,6.576.342.587,47.7,2,0,0,1
Saturday,17-May-14,3.286.433.159,Melissa,East,Salvatore,6.540.604.428,43.6,4,0,0,0
Saturday,17-May-14,3.305.346.611,Laura,East,Bruno,6.025.166.011,36.1,3,0,0,1
Saturday,17-May-14,4.221.908.419,Laura,West,Salvatore,6.195.478.587,44.5,2,1,1,0
Saturday,17-May-14,3.525.313.039,Laura,Centre,Luigi,499.565.306,51,2,0,0,1
Saturday,17-May-14,4.148.328.221,Laura,West,Bruno,6.030.150.616,53.3,3,1,1,0
Saturday,17-May-14,2.604.181.342,Melissa,Centre,Luigi,664.029.605,24.8,1,0,0,0
Saturday,17-May-14,2.303.046.487,Melissa,East,Luigi,7.235.720.082,15.7,1,0,0,1
Saturday,17-May-14,31.463.729,Laura,West,Domenico,5.191.791.354,31.8,2,0,0,0
Sunday,18-May-14,2.903.346.372,Laura,East,Domenico,7.206.565.823,36.2,2,0,0,1
Sunday,18-May-14,2.259.608.314,Laura,East,Domenico,7.540.816.491,39.6,3,0,0,0
Sunday,18-May-14,2.801.220.611,Laura,Centre,Salvatore,6.408.348.698,25.8,6,0,0,0
Sunday,18-May-14,268.535.458,Laura,Centre,Mario,7.415.444.021,45.8,1,0,0,0
Sunday,18-May-14,3.282.467.905,Melissa,Centre,Luigi,5.960.560.146,31,4,0,0,0
Sunday,18-May-14,3.835.437.324,Laura,East,Domenico,8.128.646.865,28.2,1,0,0,0
Sunday,18-May-14,4.178.606.533,Melissa,Centre,Mario,4.691.866.361,63.3,4,1,0,0
Sunday,18-May-14,305.980.529,Laura,West,Domenico,6.445.199.345,50,3,0,0,0
Sunday,18-May-14,365.035.045,Melissa,Centre,Salvatore,6.554.234.123,45.4,4,0,0,0
Sunday,18-May-14,3.211.234.807,Melissa,West,Bruno,5.872.840.997,46.1,4,0,0,0
Sunday,18-May-14,2.904.914.497,Melissa,East,Domenico,777.193.945,45.5,3,0,0,1
Sunday,18-May-14,2.317.269.445,Melissa,East,Luigi,6.705.223.343,25.9,5,0,0,0
Sunday,18-May-14,3.208.473.748,Laura,East,Domenico,7.233.272.114,47,1,0,0,0
Sunday,18-May-14,3.198.062.529,Melissa,West,Domenico,6.713.322.315,30.8,7,0,0,0
Sunday,18-May-14,2.945.880.545,Melissa,West,Mario,6.954.932.758,34.5,2,0,0,0
Sunday,18-May-14,3.732.505.138,Laura,East,Domenico,5.901.661.741,36.7,2,0,0,0
Sunday,18-May-14,475.993.344,Laura,East,Mario,5.666.772.092,50.9,4,1,1,1
Sunday,18-May-14,2.897.906.469,Melissa,West,Domenico,7.191.428.312,26.7,2,0,0,0
Sunday,18-May-14,3.512.770.202,Melissa,Centre,Luigi,641.376.861,34.1,4,0,0,0
Sunday,18-May-14,3.135.460.337,Melissa,East,Luigi,6.450.773.285,42.3,3,0,0,0
Sunday,18-May-14,5.309.626.431,Laura,West,Bruno,6.180.724.269,56.8,2,1,1,0
Sunday,18-May-14,3.697.434.368,Melissa,West,Salvatore,61.466.183,51,4,0,0,0
Sunday,18-May-14,3.965.975.679,Melissa,West,Mario,5.964.226.694,58.8,3,0,0,0
Sunday,18-May-14,1.509.327.023,Melissa,East,Domenico,8.020.153.517,26.3,1,0,0,1
Sunday,18-May-14,2.765.421.144,Melissa,East,Domenico,6.645.319.972,36.5,2,0,0,0
Sunday,18-May-14,4.368.364.573,Laura,West,Domenico,6.828.565.858,32.6,1,1,1,0
Sunday,18-May-14,2.514.153.367,Melissa,East,Domenico,7.116.287.259,22,2,0,0,0
Sunday,18-May-14,3.221.850.937,Laura,Centre,Bruno,5.039.823.044,58.3,4,0,0,0
Sunday,18-May-14,2.252.078.158,Laura,Centre,Domenico,6.517.891.481,31.5,1,0,0,0
Sunday,18-May-14,2.721.132.315,Melissa,East,Domenico,7.700.377.432,31.8,2,0,0,0
Sunday,18-May-14,4.581.206.522,Laura,West,Salvatore,6.694.369.101,54.4,5,1,1,0
Sunday,18-May-14,3.250.238.216,Melissa,East,Domenico,7.097.117.401,46.4,3,0,0,0
Sunday,18-May-14,4.405.736.921,Laura,East,Mario,6.940.490.487,28.8,1,1,1,1
Sunday,18-May-14,3.937.375.756,Laura,Centre,Mario,618.472.207,39.7,2,0,0,0
Sunday,18-May-14,1.964.572.278,Laura,East,Domenico,7.225.578.024,13.9,1,0,0,1
Sunday,18-May-14,369.567.851,Laura,West,Bruno,6.028.806.569,41.2,3,0,0,0
Sunday,18-May-14,4.219.234.606,Laura,West,Luigi,5.365.448.361,48.2,3,1,1,0
Sunday,18-May-14,3.825.630.357,Melissa,West,Bruno,66.180.589,44.6,2,0,0,0
Sunday,18-May-14,3.503.522.491,Melissa,Centre,Bruno,640.890.125,60.9,3,0,0,0
Sunday,18-May-14,3.141.845.711,Laura,East,Salvatore,7.295.826.681,35.5,3,0,0,0
Sunday,18-May-14,4.262.899.805,Laura,Centre,Salvatore,5.939.579.495,49.3,3,1,0,0
Sunday,18-May-14,3.070.359.889,Melissa,Centre,Domenico,6.880.314.969,41.4,1,0,0,0
Sunday,18-May-14,4.130.129.045,Laura,West,Bruno,5.225.120.891,46.5,3,1,1,0
Sunday,18-May-14,2.575.215.022,Melissa,East,Luigi,6.428.110.367,20.3,1,0,0,0
Sunday,18-May-14,1.858.977.975,Laura,Centre,Domenico,7.968.481.766,52.9,6,0,0,0
Monday,19-May-14,280.932.386,Laura,Centre,Bruno,6.812.567.843,39.9,3,0,0,0
Monday,19-May-14,3.220.449.267,Laura,West,Salvatore,7.143.098.726,63.1,3,0,0,1
Monday,19-May-14,3.226.620.012,Laura,West,Salvatore,6.723.886.088,70.7,5,0,0,1
Monday,19-May-14,3.633.355.268,Laura,Centre,Bruno,6.551.896.602,40.4,2,0,0,1
Monday,19-May-14,2.656.655.671,Laura,West,Bruno,700.816.629,49.1,4,0,0,0
Monday,19-May-14,326.063.869,Laura,West,Bruno,4.929.140.018,36.4,4,0,0,0
Monday,19-May-14,2.755.354.524,Laura,East,Bruno,6.767.974.764,28.6,2,0,0,0
Monday,19-May-14,3.715.670.441,Laura,Centre,Salvatore,6.357.443.373,40,3,0,0,0
Monday,19-May-14,1.950.260.073,Laura,East,Bruno,7.878.543.559,20.9,2,0,0,0
Monday,19-May-14,3.147.505.216,Laura,East,Salvatore,5.798.519.784,38.1,2,0,0,1
Monday,19-May-14,3.439.459.589,Laura,West,Salvatore,5.493.324.376,43.2,4,0,0,1
Monday,19-May-14,2.963.029.428,Laura,West,Salvatore,6.662.905.852,49.9,2,0,0,0
Monday,19-May-14,3.207.739.932,Laura,Centre,Salvatore,6.432.247.509,52.5,2,0,0,1
Monday,19-May-14,3.431.721.605,Laura,West,Salvatore,450.421.592,36.2,3,0,0,0
Monday,19-May-14,1.567.974.575,Laura,East,Bruno,800.342.173,15.9,2,0,0,0
Monday,19-May-14,360.970.634,Laura,Centre,Salvatore,6.624.757.262,42,3,0,0,0
Monday,19-May-14,1.368.229.573,Laura,East,Bruno,8.457.925.517,9.1,1,0,0,1
Monday,19-May-14,4.295.821.362,Laura,West,Salvatore,771.651.354,34.8,2,1,1,1
Monday,19-May-14,3.559.397.349,Laura,Centre,Salvatore,6.563.351.914,37.8,2,0,0,0
Monday,19-May-14,3.899.315.917,Laura,West,Salvatore,6.485.021.458,51.4,5,0,0,0
Monday,19-May-14,3.478.394.422,Laura,West,Salvatore,510.389.842,59.6,2,0,0,0
Monday,19-May-14,3.555.712.886,Laura,West,Salvatore,495.383.437,43.1,3,0,0,0
Monday,19-May-14,3.919.397.234,Laura,Centre,Salvatore,5.224.678.666,54.8,5,0,0,0
Monday,19-May-14,3.051.053.999,Laura,East,Bruno,612.594.454,42,1,0,0,0
Monday,19-May-14,4.870.978.176,Laura,West,Bruno,5.701.304.967,66.1,3,1,1,0
Monday,19-May-14,3.443.605.118,Laura,Centre,Salvatore,6.456.399.946,56.8,6,0,0,0
Monday,19-May-14,3.070.874.689,Laura,West,Salvatore,6.713.775.551,37.1,2,0,0,0
Monday,19-May-14,3.540.449.555,Laura,East,Salvatore,6.980.871.036,42.1,4,0,0,1
Monday,19-May-14,3.868.658.957,Laura,Centre,Bruno,5.186.271.397,65.8,4,0,0,0
Monday,19-May-14,3.011.737.347,Laura,West,Bruno,5.588.131.322,55.7,4,0,0,0
Monday,19-May-14,2.900.588.078,Laura,West,Bruno,6.355.764.142,57.3,3,0,0,0
Monday,19-May-14,2.999.559.051,Laura,Centre,Bruno,6.107.473.553,46.1,3,0,0,0
Monday,19-May-14,2.971.956.785,Laura,East,Bruno,7.108.517.585,35.5,1,0,0,0
Monday,19-May-14,3.588.196.665,Laura,West,Salvatore,6.263.938.001,36.4,2,0,0,0
Monday,19-May-14,4.282.778.176,Laura,West,Salvatore,5.902.389.307,41,3,1,1,0
Monday,19-May-14,2.292.260.114,Laura,East,Salvatore,7.393.340.045,46.2,2,0,0,1
Monday,19-May-14,4.078.811.143,Laura,West,Bruno,5.706.381.668,38.4,4,1,0,0
Monday,19-May-14,4.091.841.845,Laura,Centre,Salvatore,4.992.100.904,45.7,4,1,1,0
Tuesday,20-May-14,3.322.566.095,Melissa,East,Bruno,7.660.443.807,45.6,2,0,0,0
Tuesday,20-May-14,4.488.197.311,Melissa,Centre,Mario,6.360.124.959,38.4,4,1,1,1
Tuesday,20-May-14,296.624.464,Melissa,West,Bruno,5.904.140.471,39.3,3,0,0,0
Tuesday,20-May-14,3.710.686.017,Melissa,West,Bruno,6.762.588.705,27.8,3,0,0,0
Tuesday,20-May-14,3.669.331.554,Melissa,Centre,Mario,5.846.579.248,35.1,5,0,0,0
Tuesday,20-May-14,2.495.011.782,Melissa,East,Bruno,7.098.436.314,35.1,1,0,0,1
Tuesday,20-May-14,4.428.727.998,Melissa,West,Mario,5.740.897.137,41.8,3,1,1,0
Tuesday,20-May-14,2.116.254.642,Melissa,East,Bruno,6.860.356.682,45.4,5,0,0,0
Tuesday,20-May-14,3.548.394.682,Melissa,Centre,Bruno,6.314.414.257,53.6,4,0,0,0
Tuesday,20-May-14,3.958.229.082,Melissa,East,Mario,6.338.516.308,34.6,4,0,0,0
Tuesday,20-May-14,4.045.613.046,Melissa,West,Bruno,6.350.901.544,63.6,4,1,1,0
Tuesday,20-May-14,3.386.849.009,Melissa,Centre,Mario,6.961.970.424,71.7,2,0,0,0
Tuesday,20-May-14,364.936.706,Melissa,East,Mario,652.074.913,34.3,5,0,0,0
Tuesday,20-May-14,4.556.226.055,Melissa,Centre,Bruno,5.619.191.013,55.7,3,1,1,0
Tuesday,20-May-14,2.540.328.814,Melissa,East,Bruno,7.155.362.079,36.8,2,0,0,1
Tuesday,20-May-14,3.078.116.318,Melissa,Centre,Mario,6.690.235.849,27.8,3,0,0,0
Tuesday,20-May-14,2.901.168.087,Melissa,West,Mario,7.035.315.074,28.4,2,0,0,0
Tuesday,20-May-14,332.457.755,Melissa,Centre,Bruno,6.505.458.274,37,3,0,0,0
Tuesday,20-May-14,3.681.768.151,Melissa,East,Bruno,6.889.865.628,44.2,6,0,0,0
Tuesday,20-May-14,3.474.265.372,Melissa,East,Mario,6.325.308.008,47.7,2,0,0,0
Tuesday,20-May-14,3.760.990.691,Melissa,West,Mario,6.551.816.337,36.2,3,0,0,0
Tuesday,20-May-14,4.150.549.345,Melissa,East,Bruno,6.373.422.808,37.9,7,1,1,0
Tuesday,20-May-14,3.622.010.334,Melissa,Centre,Bruno,5.843.261.416,60.8,5,0,0,0
Tuesday,20-May-14,3.598.015.706,Melissa,Centre,Bruno,6.128.178.977,39,4,0,0,0
Tuesday,20-May-14,3.243.635.771,Melissa,Centre,Bruno,704.610.348,25.7,2,0,0,1
Tuesday,20-May-14,3.833.604.061,Melissa,East,Mario,6.670.875.203,37.5,4,0,0,0
Tuesday,20-May-14,4.081.386.373,Melissa,West,Bruno,5.269.797.914,50,4,1,1,0
Tuesday,20-May-14,4.179.762.914,Melissa,West,Bruno,608.799.351,35,3,1,1,0
Tuesday,20-May-14,3.379.449.781,Melissa,Centre,Mario,5.712.462.626,57.7,3,0,0,0
Tuesday,20-May-14,4.008.802.044,Melissa,Centre,Bruno,6.555.224.548,50.3,4,1,0,0
Tuesday,20-May-14,3.927.825.699,Melissa,Centre,Bruno,5.592.043.384,40.4,3,0,0,0
Tuesday,20-May-14,3.011.048.957,Melissa,West,Mario,570.456.299,42.9,4,0,0,1
Tuesday,20-May-14,3.296.422.325,Melissa,Centre,Bruno,5.879.101.416,52.9,4,0,0,0
Tuesday,20-May-14,2.849.392.489,Melissa,East,Bruno,6.910.167.132,54,2,0,0,0
Tuesday,20-May-14,4.054.133.227,Melissa,Centre,Bruno,6.148.192.926,53.1,2,1,1,0
Tuesday,20-May-14,3.644.812.754,Melissa,Centre,Bruno,6.251.026.284,54.4,6,0,0,0
